"","X1","R_square","AIC","BIC","ID","Model"
"446",2,0.989097831555837,-5.88668534082063,-5.09778703147575,"Aerobic Psychotropic._Cooked Chicken Breast_15_1_2","Logistic"
"447",3,0.991337264031836,-5.9560652853122,-4.9699423986311,"Aerobic Psychotropic._Cooked Chicken Breast_15_1_2","Logisticlag"
"448",4,0.990088527753893,-4.74410463358642,-3.75798174690532,"Aerobic Psychotropic._Cooked Chicken Breast_15_1_2","Gompertz"
"449",5,0.994180976341758,-9.53714830215193,-8.55102541547084,"Aerobic Psychotropic._Cooked Chicken Breast_15_1_2","Baranyi"
"450",6,0.996490117860303,-14.0870985980263,-13.1009757113452,"Aerobic Psychotropic._Cooked Chicken Breast_15_1_2","Buchanan"
"451",1,0.994865370671756,-13.1267507411913,-12.1406278545102,"Aerobic Psychotropic._Cooked Chicken Breast_20_1_2","Cubic"
"452",2,0.993080130509563,-12.4412474528499,-11.652349143505,"Aerobic Psychotropic._Cooked Chicken Breast_20_1_2","Logistic"
"453",3,0.993357067669668,-10.8088383018781,-9.82271541519698,"Aerobic Psychotropic._Cooked Chicken Breast_20_1_2","Logisticlag"
"454",4,0.99314721896661,-10.5289285986194,-9.54280571193835,"Aerobic Psychotropic._Cooked Chicken Breast_20_1_2","Gompertz"
"455",5,0.99432525730806,-12.2265926446351,-11.240469757954,"Aerobic Psychotropic._Cooked Chicken Breast_20_1_2","Baranyi"
"456",6,0.996884678340998,-17.6238279660194,-16.6377050793383,"Aerobic Psychotropic._Cooked Chicken Breast_20_1_2","Buchanan"
"457",1,0.99511000511066,-15.251210940233,-13.7382854752627,"Aerobic Mesophilic._Raw Chicken Breast_2_1_2","Cubic"
"458",2,0.998265453250849,-27.6156621279759,-26.4053217559998,"Aerobic Mesophilic._Raw Chicken Breast_2_1_2","Logistic"
"459",3,0.9983719348804,-26.2492008585021,-24.7362753935319,"Aerobic Mesophilic._Raw Chicken Breast_2_1_2","Logisticlag"
"460",4,0.996604178545537,-18.8976666056441,-17.3847411406738,"Aerobic Mesophilic._Raw Chicken Breast_2_1_2","Gompertz"
"461",5,0.997558191280792,-22.1957330932683,-20.682807628298,"Aerobic Mesophilic._Raw Chicken Breast_2_1_2","Baranyi"
"462",6,0.993987973538413,-13.1855047904218,-11.6725793254515,"Aerobic Mesophilic._Raw Chicken Breast_2_1_2","Buchanan"
"463",1,0.988056842110121,-5.11172835051373,-1.91644170243744,"Aerobic Mesophilic._Raw Chicken Breast_7_1_2","Cubic"
"464",2,0.990536043611373,-10.3690808314556,-7.81285151299453,"Aerobic Mesophilic._Raw Chicken Breast_7_1_2","Logistic"
"465",3,0.990575900882935,-8.42816606973549,-5.2328794216592,"Aerobic Mesophilic._Raw Chicken Breast_7_1_2","Logisticlag"
"466",4,0.991360718597857,-9.64547637458366,-6.45018972650736,"Aerobic Mesophilic._Raw Chicken Breast_7_1_2","Gompertz"
"467",5,0.989596183089988,-7.04352959939781,-3.84824295132151,"Aerobic Mesophilic._Raw Chicken Breast_7_1_2","Baranyi"
"468",6,NA,NA,NA,"Aerobic Mesophilic._Raw Chicken Breast_7_1_2","Buchanan"
"469",1,0.209643027745935,4.75041010624269,11.4114326571187,"Dickeya.zeae..RDA.R._TSB_5_1_0","Cubic"
"470",2,0.0616481032159785,7.55633929373148,12.8851573344323,"Dickeya.zeae..RDA.R._TSB_5_1_0","Logistic"
"471",3,0.182589952919715,5.6927824616556,12.3538050125316,"Dickeya.zeae..RDA.R._TSB_5_1_0","Logisticlag"
"472",4,0.233616188752291,3.88796520287616,10.5489877537522,"Dickeya.zeae..RDA.R._TSB_5_1_0","Gompertz"
"473",5,NA,NA,NA,"Dickeya.zeae..RDA.R._TSB_5_1_0","Baranyi"
"474",6,NA,NA,NA,"Dickeya.zeae..RDA.R._TSB_5_1_0","Buchanan"
"475",1,0.993752801231156,-5.2156681725275,-5.48611742725094,"Aerobic Mesophilic._Raw Chicken Breast_4_1_2","Cubic"
"476",2,0.997319651464234,-13.1389724794996,-13.3553318832783,"Aerobic Mesophilic._Raw Chicken Breast_4_1_2","Logistic"
"477",3,0.997324954049147,-11.1528344299543,-11.4232836846777,"Aerobic Mesophilic._Raw Chicken Breast_4_1_2","Logisticlag"
"478",4,0.996923030242875,-10.1729834633581,-10.4434327180815,"Aerobic Mesophilic._Raw Chicken Breast_4_1_2","Gompertz"
"479",5,0.99850273514588,-15.2151202452426,-15.485569499966,"Aerobic Mesophilic._Raw Chicken Breast_4_1_2","Baranyi"
"480",6,NA,NA,NA,"Aerobic Mesophilic._Raw Chicken Breast_4_1_2","Buchanan"
"481",1,0.984472575984289,-1.70901398141021,-0.196088516439982,"Aerobic Mesophilic._Raw Chicken Breast_10_1_2","Cubic"
"482",2,0.988693053462826,-6.88091875402755,-5.67057838205136,"Aerobic Mesophilic._Raw Chicken Breast_10_1_2","Logistic"
"483",3,0.991494834902148,-7.72835512532792,-6.21542966035769,"Aerobic Mesophilic._Raw Chicken Breast_10_1_2","Logisticlag"
"484",4,0.993911460510836,-11.0710091824547,-9.55808371748449,"Aerobic Mesophilic._Raw Chicken Breast_10_1_2","Gompertz"
"485",5,0.991777653160129,-8.06653478096638,-6.55360931599615,"Aerobic Mesophilic._Raw Chicken Breast_10_1_2","Baranyi"
"486",6,NA,NA,NA,"Aerobic Mesophilic._Raw Chicken Breast_10_1_2","Buchanan"
"487",1,0.989297557976887,-3.77821819062444,-2.79209530394334,"Aerobic Mesophilic._Raw Chicken Breast_15_1_2","Cubic"
"488",2,0.993080333821351,-9.70315791213254,-8.91425960278766,"Aerobic Mesophilic._Raw Chicken Breast_15_1_2","Logistic"
"489",3,0.993403907319953,-8.13416856769911,-7.14804568101801,"Aerobic Mesophilic._Raw Chicken Breast_15_1_2","Logisticlag"
"490",4,0.992072710622376,-6.47966524108591,-5.49354235440481,"Aerobic Mesophilic._Raw Chicken Breast_15_1_2","Gompertz"
"491",5,0.993932225787825,-8.88553900682242,-7.89941612014132,"Aerobic Mesophilic._Raw Chicken Breast_15_1_2","Baranyi"
"492",6,0.991546979534864,-5.90175120666532,-4.91562831998422,"Aerobic Mesophilic._Raw Chicken Breast_15_1_2","Buchanan"
"493",1,0.994313060572107,-10.9128593619625,-10.5156516535633,"Aerobic Mesophilic._Raw Chicken Breast_20_1_2","Cubic"
"494",2,0.990756605998414,-9.02696402510135,-8.70919785838201,"Aerobic Mesophilic._Raw Chicken Breast_20_1_2","Logistic"
"495",3,0.991790998881435,-7.9763871032738,-7.57917939487463,"Aerobic Mesophilic._Raw Chicken Breast_20_1_2","Logisticlag"
"496",4,0.98963400860476,-6.10999398290853,-5.71278627450936,"Aerobic Mesophilic._Raw Chicken Breast_20_1_2","Gompertz"
"497",5,0.993655997930421,-10.0381586158193,-9.64095090742013,"Aerobic Mesophilic._Raw Chicken Breast_20_1_2","Baranyi"
"498",6,NA,NA,NA,"Aerobic Mesophilic._Raw Chicken Breast_20_1_2","Buchanan"
"499",1,0.996266533482631,-18.3480111476056,-16.8350856826354,"Aerobic Mesophilic._Salted Chicken Breast_2_1_2","Cubic"
"500",2,0.995835413334297,-19.2552124728545,-18.0448721008783,"Aerobic Mesophilic._Salted Chicken Breast_2_1_2","Logistic"
"501",3,0.996206193200635,-18.187683305129,-16.6747578401588,"Aerobic Mesophilic._Salted Chicken Breast_2_1_2","Logisticlag"
"502",4,0.991867061672011,-10.5621600183164,-9.04923455334618,"Aerobic Mesophilic._Salted Chicken Breast_2_1_2","Gompertz"
"503",5,0.996601999261135,-19.2895103736158,-17.7765849086456,"Aerobic Mesophilic._Salted Chicken Breast_2_1_2","Baranyi"
"504",6,NA,NA,NA,"Aerobic Mesophilic._Salted Chicken Breast_2_1_2","Buchanan"
"505",1,0.993562437006479,-4.13970947037741,-4.41015872510085,"Aerobic Mesophilic._Salted Chicken Breast_4_1_2","Cubic"
"506",2,0.997291853265925,-12.2009080568755,-12.4172674606542,"Aerobic Mesophilic._Salted Chicken Breast_4_1_2","Logistic"
"507",3,0.998638845259804,-15.016425937643,-15.2868751923665,"Aerobic Mesophilic._Salted Chicken Breast_4_1_2","Logisticlag"
"508",4,0.996325965592478,-8.06572736656256,-8.336176621286,"Aerobic Mesophilic._Salted Chicken Breast_4_1_2","Gompertz"
"509",5,0.999609963549913,-23.7653654070361,-24.0358146617595,"Aerobic Mesophilic._Salted Chicken Breast_4_1_2","Baranyi"
"510",6,NA,NA,NA,"Aerobic Mesophilic._Salted Chicken Breast_4_1_2","Buchanan"
"511",1,0.994934525339577,-18.4517346706192,-15.2564480225429,"Aerobic Mesophilic._Salted Chicken Breast_7_1_2","Cubic"
"512",2,0.118522083966465,51.7763947531287,54.3326240715898,"Aerobic Mesophilic._Salted Chicken Breast_7_1_2","Logistic"
"513",3,0.996534409263534,-23.7656410626732,-20.5703544145969,"Aerobic Mesophilic._Salted Chicken Breast_7_1_2","Logisticlag"
"514",4,0.997527247080411,-28.4913555174319,-25.2960688693556,"Aerobic Mesophilic._Salted Chicken Breast_7_1_2","Gompertz"
"515",5,NA,NA,NA,"Aerobic Mesophilic._Salted Chicken Breast_7_1_2","Baranyi"
"516",6,NA,NA,NA,"Aerobic Mesophilic._Salted Chicken Breast_7_1_2","Buchanan"
"517",1,0.983855422325166,-6.07934979557835,-3.65481654663835,"Aerobic Mesophilic._Salted Chicken Breast_10_1_2","Cubic"
"518",2,0.989359961079127,-13.0828710402301,-11.1432444410781,"Aerobic Mesophilic._Salted Chicken Breast_10_1_2","Logistic"
"519",3,0.992897978572378,-15.9338073231354,-13.5092740741954,"Aerobic Mesophilic._Salted Chicken Breast_10_1_2","Logisticlag"
"520",4,0.993672785146701,-17.3200389698146,-14.8955057208746,"Aerobic Mesophilic._Salted Chicken Breast_10_1_2","Gompertz"
"521",5,0.992277521998053,-14.9287371759499,-12.5042039270099,"Aerobic Mesophilic._Salted Chicken Breast_10_1_2","Baranyi"
"522",6,NA,NA,NA,"Aerobic Mesophilic._Salted Chicken Breast_10_1_2","Buchanan"
"523",1,0.987028790909024,-3.28943711685078,-2.89222940845161,"Aerobic Mesophilic._Salted Chicken Breast_15_1_2","Cubic"
"524",2,0.988862423581666,-6.50869761270592,-6.19093144598658,"Aerobic Mesophilic._Salted Chicken Breast_15_1_2","Logistic"
"525",3,0.992109888487604,-7.26641270059601,-6.86920499219683,"Aerobic Mesophilic._Salted Chicken Breast_15_1_2","Logisticlag"
"526",4,0.994671272509113,-10.4063951257312,-10.009187417332,"Aerobic Mesophilic._Salted Chicken Breast_15_1_2","Gompertz"
"527",5,0.989892493991042,-5.28506830942782,-4.88786060102864,"Aerobic Mesophilic._Salted Chicken Breast_15_1_2","Baranyi"
"528",6,0.986557501373414,-3.00392502547022,-2.60671731707104,"Aerobic Mesophilic._Salted Chicken Breast_15_1_2","Buchanan"
"529",1,0.991965802370195,-7.13772134116898,-6.7405136327698,"Aerobic Mesophilic._Salted Chicken Breast_20_1_2","Cubic"
"530",2,0.990055717737222,-7.43139650735269,-7.11363034063335,"Aerobic Mesophilic._Salted Chicken Breast_20_1_2","Logistic"
"531",3,0.990200654835046,-5.54885391134736,-5.15164620294818,"Aerobic Mesophilic._Salted Chicken Breast_20_1_2","Logisticlag"
"532",4,0.994180074098498,-9.71707817998504,-9.31987047158586,"Aerobic Mesophilic._Salted Chicken Breast_20_1_2","Gompertz"
"533",5,0.991423167992192,-6.61486149600948,-6.2176537876103,"Aerobic Mesophilic._Salted Chicken Breast_20_1_2","Baranyi"
"534",6,0.989111129620826,-4.70544880798911,-4.30824109958994,"Aerobic Mesophilic._Salted Chicken Breast_20_1_2","Buchanan"
"535",1,0.928763062568455,-98.3646211488068,-91.5281419988745,"Acinetobacter.clacoaceticus..RDA.R._TSB_5_1_0","Cubic"
"536",2,0.941031389781024,-105.845800830089,-100.376617510143,"Acinetobacter.clacoaceticus..RDA.R._TSB_5_1_0","Logistic"
"537",3,NA,NA,NA,"Acinetobacter.clacoaceticus..RDA.R._TSB_5_1_0","Logisticlag"
"538",4,NA,NA,NA,"Acinetobacter.clacoaceticus..RDA.R._TSB_5_1_0","Gompertz"
"539",5,0.946754430057793,-106.806430103066,-99.9699509531332,"Acinetobacter.clacoaceticus..RDA.R._TSB_5_1_0","Baranyi"
"540",6,NA,NA,NA,"Acinetobacter.clacoaceticus..RDA.R._TSB_5_1_0","Buchanan"
"541",1,0.993722589980719,-9.61544643899556,-8.62932355231446,"Aerobic Mesophilic._Cooked Chicken Breast_2_1_2","Cubic"
"542",2,NA,NA,NA,"Aerobic Mesophilic._Cooked Chicken Breast_2_1_2","Logistic"
"543",3,0.990585739863812,-5.96803356236338,-4.98191067568228,"Aerobic Mesophilic._Cooked Chicken Breast_2_1_2","Logisticlag"
"544",4,0.990116389965031,-5.53016324331333,-4.54404035663223,"Aerobic Mesophilic._Cooked Chicken Breast_2_1_2","Gompertz"
"545",5,0.991796085029408,-7.20656045995171,-6.22043757327062,"Aerobic Mesophilic._Cooked Chicken Breast_2_1_2","Baranyi"
"546",6,0.99147523661525,-6.86128633593405,-5.87516344925295,"Aerobic Mesophilic._Cooked Chicken Breast_2_1_2","Buchanan"
"547",1,0.995227168082168,-0.881173072685527,-1.92237572654525,"Aerobic Mesophilic._Cooked Chicken Breast_4_1_2","Cubic"
"548",2,0.979091673149189,5.9820729553516,5.14911083226382,"Aerobic Mesophilic._Cooked Chicken Breast_4_1_2","Logistic"
"549",3,0.979877147794317,7.75232456357734,6.71112190971761,"Aerobic Mesophilic._Cooked Chicken Breast_4_1_2","Logisticlag"
"550",4,0.975664542597831,8.89279462913981,7.85159197528008,"Aerobic Mesophilic._Cooked Chicken Breast_4_1_2","Gompertz"
"551",5,NA,NA,NA,"Aerobic Mesophilic._Cooked Chicken Breast_4_1_2","Baranyi"
"552",6,0.990802368331641,3.05486413549108,2.01366148163135,"Aerobic Mesophilic._Cooked Chicken Breast_4_1_2","Buchanan"
"553",1,0.989929936983433,-0.608963646928803,1.8155696020112,"Aerobic Mesophilic._Cooked Chicken Breast_7_1_2","Cubic"
"554",2,0.992487383473109,-6.1247614919834,-4.18513489283139,"Aerobic Mesophilic._Cooked Chicken Breast_7_1_2","Logistic"
"555",3,0.992737065710132,-4.53036018960918,-2.10582694066918,"Aerobic Mesophilic._Cooked Chicken Breast_7_1_2","Logisticlag"
"556",4,0.993974666927696,-6.77209410697276,-4.34756085803276,"Aerobic Mesophilic._Cooked Chicken Breast_7_1_2","Gompertz"
"557",5,0.993490558692886,-5.84472363986526,-3.42019039092526,"Aerobic Mesophilic._Cooked Chicken Breast_7_1_2","Baranyi"
"558",6,NA,NA,NA,"Aerobic Mesophilic._Cooked Chicken Breast_7_1_2","Buchanan"
"559",1,0.981591119275145,2.20279236256625,4.19226872655811,"Aerobic Mesophilic._Cooked Chicken Breast_10_1_2","Cubic"
"560",2,0.980924625597396,0.594007457514777,2.18558854870826,"Aerobic Mesophilic._Cooked Chicken Breast_10_1_2","Logistic"
"561",3,0.984547028960319,0.277441340374358,2.26691770436621,"Aerobic Mesophilic._Cooked Chicken Breast_10_1_2","Logisticlag"
"562",4,0.987151562836447,-1.75292878963466,0.236547574357195,"Aerobic Mesophilic._Cooked Chicken Breast_10_1_2","Gompertz"
"563",5,0.985926300761336,-0.750987509868724,1.23848885412313,"Aerobic Mesophilic._Cooked Chicken Breast_10_1_2","Baranyi"
"564",6,NA,NA,NA,"Aerobic Mesophilic._Cooked Chicken Breast_10_1_2","Buchanan"
"565",1,0.992091780104738,-4.55565432727408,-3.56953144059298,"Aerobic Mesophilic._Cooked Chicken Breast_15_1_2","Cubic"
"566",2,0.995030584047786,-10.7370578647088,-9.9481595553639,"Aerobic Mesophilic._Cooked Chicken Breast_15_1_2","Logistic"
"567",3,0.995311932559411,-9.2615947900695,-8.2754719033884,"Aerobic Mesophilic._Cooked Chicken Breast_15_1_2","Logisticlag"
"568",4,0.997180622911575,-13.8381350024468,-12.8520121157657,"Aerobic Mesophilic._Cooked Chicken Breast_15_1_2","Gompertz"
"569",5,0.995104394367617,-8.87173679451154,-7.88561390783044,"Aerobic Mesophilic._Cooked Chicken Breast_15_1_2","Baranyi"
"570",6,0.995340144189514,-9.31591818040386,-8.32979529372276,"Aerobic Mesophilic._Cooked Chicken Breast_15_1_2","Buchanan"
"571",1,0.998832425423858,-26.328199228643,-24.8152737636727,"Aerobic Mesophilic._Cooked Chicken Breast_20_1_2","Cubic"
"572",2,0.997458313536392,-20.5492068541044,-19.3388664821282,"Aerobic Mesophilic._Cooked Chicken Breast_20_1_2","Logistic"
"573",3,NA,NA,NA,"Aerobic Mesophilic._Cooked Chicken Breast_20_1_2","Logisticlag"
"574",4,0.996506389165007,-15.3681268359832,-13.855201371013,"Aerobic Mesophilic._Cooked Chicken Breast_20_1_2","Gompertz"
"575",5,0.998646044998061,-24.8471856765597,-23.3342602115894,"Aerobic Mesophilic._Cooked Chicken Breast_20_1_2","Baranyi"
"576",6,NA,NA,NA,"Aerobic Mesophilic._Cooked Chicken Breast_20_1_2","Buchanan"
"577",1,0.969090658179274,3.44921440275036,3.17876514802692,"Spoilage_Vacuum Beef Striploins_8_1_3","Cubic"
"578",2,0.947867744728943,5.10829218719021,4.89193278341146,"Spoilage_Vacuum Beef Striploins_8_1_3","Logistic"
"579",3,0.989351161707572,-4.01003919502966,-4.28048844975309,"Spoilage_Vacuum Beef Striploins_8_1_3","Logisticlag"
"580",4,0.992196006178758,-6.18574541768074,-6.45619467240417,"Spoilage_Vacuum Beef Striploins_8_1_3","Gompertz"
"581",5,0.987609837551325,-2.94987518700898,-3.22032444173242,"Spoilage_Vacuum Beef Striploins_8_1_3","Baranyi"
"582",6,0.975910302462042,1.70429499251468,1.43384573779124,"Spoilage_Vacuum Beef Striploins_8_1_3","Buchanan"
"583",1,0.991329860035859,-14.6944449934837,-14.9648942482072,"Escherichia coli_Vacuum Beef Striploins_8_1_3","Cubic"
"584",2,0.964251737000643,-6.77812776891183,-6.99448717269058,"Escherichia coli_Vacuum Beef Striploins_8_1_3","Logistic"
"585",3,0.985942463052229,-11.3115287060289,-11.5819779607524,"Escherichia coli_Vacuum Beef Striploins_8_1_3","Logisticlag"
"586",4,0.991155864989169,-14.5553578317888,-14.8258070865123,"Escherichia coli_Vacuum Beef Striploins_8_1_3","Gompertz"
"587",5,0.98659066639161,-11.6419825156299,-11.9124317703534,"Escherichia coli_Vacuum Beef Striploins_8_1_3","Baranyi"
"588",6,0.965932778279003,-5.11528975757418,-5.38573901229761,"Escherichia coli_Vacuum Beef Striploins_8_1_3","Buchanan"
"589",1,0.996784191745001,-35.4490574786519,-35.7195067333754,"Salmonella Typhimurium_Vacuum Beef Striploins_8_1_3","Cubic"
"590",2,0.30583016656176,0.173407961353463,-0.0429514424252844,"Salmonella Typhimurium_Vacuum Beef Striploins_8_1_3","Logistic"
"591",3,0.891317368223714,-10.8065845693579,-11.0770338240813,"Salmonella Typhimurium_Vacuum Beef Striploins_8_1_3","Logisticlag"
"592",4,NA,NA,NA,"Salmonella Typhimurium_Vacuum Beef Striploins_8_1_3","Gompertz"
"593",5,0.891317371067551,-10.8065847525229,-11.0770340072464,"Salmonella Typhimurium_Vacuum Beef Striploins_8_1_3","Baranyi"
"594",6,NA,NA,NA,"Salmonella Typhimurium_Vacuum Beef Striploins_8_1_3","Buchanan"
"595",1,0.998223391651983,-15.2527360640064,-16.2939387178661,"Spoilage_Vacuum Beef Striploins_10_1_3","Cubic"
"596",2,0.998162637073409,-17.0509847000024,-17.8839468230902,"Spoilage_Vacuum Beef Striploins_10_1_3","Logistic"
"597",3,0.998336222176017,-15.6464279238353,-16.6876305776951,"Spoilage_Vacuum Beef Striploins_10_1_3","Logisticlag"
"598",4,0.998369731375975,-15.7685040017619,-16.8097066556216,"Spoilage_Vacuum Beef Striploins_10_1_3","Gompertz"
"599",5,0.99742715520131,-13.0308995356334,-14.0721021894931,"Spoilage_Vacuum Beef Striploins_10_1_3","Baranyi"
"600",6,NA,NA,NA,"Spoilage_Vacuum Beef Striploins_10_1_3","Buchanan"
"601",1,0.982542803707924,-64.3364782759715,-57.4999991260391,"Stenotrophomonas.maltophilia..RDA.R._TSB_5_1_0","Cubic"
"602",2,0.982213790487567,-65.7950061698288,-60.3258228498829,"Stenotrophomonas.maltophilia..RDA.R._TSB_5_1_0","Logistic"
"603",3,0.985011943506403,-68.758929220119,-61.9224500701867,"Stenotrophomonas.maltophilia..RDA.R._TSB_5_1_0","Logisticlag"
"604",4,0.985017579414428,-68.7698360424705,-61.9333568925382,"Stenotrophomonas.maltophilia..RDA.R._TSB_5_1_0","Gompertz"
"605",5,0.988486294172989,-76.4066791089776,-69.5701999590452,"Stenotrophomonas.maltophilia..RDA.R._TSB_5_1_0","Baranyi"
"606",6,NA,NA,NA,"Stenotrophomonas.maltophilia..RDA.R._TSB_5_1_0","Buchanan"
"607",1,0.976706901260338,-0.384377801477934,-1.42558045533766,"Escherichia coli_Vacuum Beef Striploins_10_1_3","Cubic"
"608",2,0.96825809183409,-0.527493561443418,-1.3604556845312,"Escherichia coli_Vacuum Beef Striploins_10_1_3","Logistic"
"609",3,0.995582086598857,-10.359315532474,-11.4005181863337,"Escherichia coli_Vacuum Beef Striploins_10_1_3","Logisticlag"
"610",4,0.996178624471928,-11.2296578909681,-12.2708605448278,"Escherichia coli_Vacuum Beef Striploins_10_1_3","Gompertz"
"611",5,0.995001207964874,-9.61814281145691,-10.6593454653166,"Escherichia coli_Vacuum Beef Striploins_10_1_3","Baranyi"
"612",6,0.99150575336838,-6.43698614838176,-7.47818880224149,"Escherichia coli_Vacuum Beef Striploins_10_1_3","Buchanan"
"613",1,0.997339307548273,-21.4934464112757,-22.5346490651355,"Salmonella Typhimurium_Vacuum Beef Striploins_10_1_3","Cubic"
"614",2,0.971602497368449,-9.28715763121012,-10.1201197542979,"Salmonella Typhimurium_Vacuum Beef Striploins_10_1_3","Logistic"
"615",3,0.999770429206892,-36.1942278480458,-37.2354305019055,"Salmonella Typhimurium_Vacuum Beef Striploins_10_1_3","Logisticlag"
"616",4,0.998708300139523,-25.8292104325168,-26.8704130863765,"Salmonella Typhimurium_Vacuum Beef Striploins_10_1_3","Gompertz"
"617",5,0.999649637894616,-33.6576933009847,-34.6988959548444,"Salmonella Typhimurium_Vacuum Beef Striploins_10_1_3","Baranyi"
"618",6,0.995796089163921,-18.748873405057,-19.7900760589167,"Salmonella Typhimurium_Vacuum Beef Striploins_10_1_3","Buchanan"
"619",1,0.967606114126197,-1.24059550501968,-0.254472618338585,"Spoilage_C02 Beef Striploins_10_1_3","Cubic"
"620",2,0.92570997994643,4.22946682635148,5.01836513569636,"Spoilage_C02 Beef Striploins_10_1_3","Logistic"
"621",3,0.980805841766797,-5.95086901509574,-4.96474612841464,"Spoilage_C02 Beef Striploins_10_1_3","Logisticlag"
"622",4,0.989478916480463,-11.3618919981131,-10.375769111432,"Spoilage_C02 Beef Striploins_10_1_3","Gompertz"
"623",5,0.979969225903175,-5.56689461933129,-4.5807717326502,"Spoilage_C02 Beef Striploins_10_1_3","Baranyi"
"624",6,0.975012749097756,-3.57703120360932,-2.59090831692823,"Spoilage_C02 Beef Striploins_10_1_3","Buchanan"
"625",1,0.99049888288235,-20.2873315082256,-19.3012086215445,"Escherichia coli_C02 Beef Striploins_10_1_3","Cubic"
"626",2,0.968821926114388,-11.5925801662632,-10.8036818569183,"Escherichia coli_C02 Beef Striploins_10_1_3","Logistic"
"627",3,0.989832689889933,-19.6774168133328,-18.6912939266517,"Escherichia coli_C02 Beef Striploins_10_1_3","Logisticlag"
"628",4,0.990290858743629,-20.0924054017886,-19.1062825151075,"Escherichia coli_C02 Beef Striploins_10_1_3","Gompertz"
"629",5,0.990176428837006,-19.9869534891592,-19.0008306024781,"Escherichia coli_C02 Beef Striploins_10_1_3","Baranyi"
"630",6,NA,NA,NA,"Escherichia coli_C02 Beef Striploins_10_1_3","Buchanan"
"631",1,0.99700323986912,-13.3510400642946,-13.6214893190181,"Spoilage_Vacuum Beef Striploins_12_1_3","Cubic"
"632",2,0.991596702201886,-8.1333927386231,-8.34975214240185,"Spoilage_Vacuum Beef Striploins_12_1_3","Logistic"
"633",3,0.997357980728972,-14.2329578040887,-14.5034070588121,"Spoilage_Vacuum Beef Striploins_12_1_3","Logisticlag"
"634",4,0.996429528062192,-12.1248778277142,-12.3953270824377,"Spoilage_Vacuum Beef Striploins_12_1_3","Gompertz"
"635",5,0.997103053310008,-13.5881610876042,-13.8586103423276,"Spoilage_Vacuum Beef Striploins_12_1_3","Baranyi"
"636",6,0.996501439063193,-12.2673002441134,-12.5377494988368,"Spoilage_Vacuum Beef Striploins_12_1_3","Buchanan"
"637",1,0.99534723799455,-11.7037226079923,-11.9741718627157,"Escherichia coli_Vacuum Beef Striploins_12_1_3","Cubic"
"638",2,0.993479730293139,-11.3415395803398,-11.5578989841186,"Escherichia coli_Vacuum Beef Striploins_12_1_3","Logistic"
"639",3,0.995238451503907,-11.5419392609844,-11.8123885157078,"Escherichia coli_Vacuum Beef Striploins_12_1_3","Logisticlag"
"640",4,0.995224813593614,-11.5219186903995,-11.7923679451229,"Escherichia coli_Vacuum Beef Striploins_12_1_3","Gompertz"
"641",5,0.995321809109293,-11.6655694548374,-11.9360187095609,"Escherichia coli_Vacuum Beef Striploins_12_1_3","Baranyi"
"642",6,0.995248953244849,-11.5573950255809,-11.8278442803044,"Escherichia coli_Vacuum Beef Striploins_12_1_3","Buchanan"
"643",1,0.9971628389981,-20.1282435000353,-20.3986927547587,"Salmonella Typhimurium_Vacuum Beef Striploins_12_1_3","Cubic"
"644",2,0.994798823603312,-17.88567702392,-18.1020364276987,"Salmonella Typhimurium_Vacuum Beef Striploins_12_1_3","Logistic"
"645",3,0.99708206201299,-19.9317304489012,-20.2021797036246,"Salmonella Typhimurium_Vacuum Beef Striploins_12_1_3","Logisticlag"
"646",4,0.997485024570153,-20.9720295964384,-21.2424788511619,"Salmonella Typhimurium_Vacuum Beef Striploins_12_1_3","Gompertz"
"647",5,0.997119817419599,-20.0228950180773,-20.2933442728007,"Salmonella Typhimurium_Vacuum Beef Striploins_12_1_3","Baranyi"
"648",6,0.997147437428482,-20.090346667523,-20.3607959222465,"Salmonella Typhimurium_Vacuum Beef Striploins_12_1_3","Buchanan"
"649",1,0.984454092825399,-1.7612536637303,-1.36404595533112,"Spoilage_C02 Beef Striploins_12_1_3","Cubic"
"650",2,0.951391093963176,5.35882126530322,5.67658743202256,"Spoilage_C02 Beef Striploins_12_1_3","Logistic"
"651",3,0.996238755201403,-13.1136331333806,-12.7164254249815,"Spoilage_C02 Beef Striploins_12_1_3","Logisticlag"
"652",4,0.997715510994532,-17.1024939071718,-16.7052861987726,"Spoilage_C02 Beef Striploins_12_1_3","Gompertz"
"653",5,0.996823118299034,-14.4644319138396,-14.0672242054404,"Spoilage_C02 Beef Striploins_12_1_3","Baranyi"
"654",6,0.998617433801083,-21.1201021679127,-20.7228944595135,"Spoilage_C02 Beef Striploins_12_1_3","Buchanan"
"655",1,0.994388648751282,-24.6933245246655,-24.2961168162663,"Escherichia coli_C02 Beef Striploins_12_1_3","Cubic"
"656",2,0.89205688135122,-3.03882168969406,-2.72105552297471,"Escherichia coli_C02 Beef Striploins_12_1_3","Logistic"
"657",3,0.995652046478273,-26.7340147262975,-26.3368070178983,"Escherichia coli_C02 Beef Striploins_12_1_3","Logisticlag"
"658",4,0.995377297608356,-26.2438212245654,-25.8466135161662,"Escherichia coli_C02 Beef Striploins_12_1_3","Gompertz"
"659",5,0.995658820785814,-26.7464888069572,-26.3492810985581,"Escherichia coli_C02 Beef Striploins_12_1_3","Baranyi"
"660",6,NA,NA,NA,"Escherichia coli_C02 Beef Striploins_12_1_3","Buchanan"
